"name","iata_code","icao_code","callsign","country","active","headquarters","founded","fleet_size","destinations","alliance"
"Air Today","","TDY","AIR TODAY","United States",false,,,,,
"Aero Servicios Azteca","","TED","AEROAZTECA","Mexico",false,,,,,
"Arkefly","OR","TFL","ARKEFLY","Netherlands",true,,,,,
"Antair","","TIR","ANTAIR","Mexico",false,,,,,
"Atlantique Air Assistance","","TLB","TRIPLE-A","France",false,,,,,
"Aero Taxi Autlan","","TLD","AEREO AUTLAN","Mexico",false,,,,,
"Aero Util","","TLE","AEROUTIL","Mexico",false,,,,,
"Aero Toluca Internactional","","TLU","AEROTOLUCA","Mexico",false,,,,,
"Aero Taxi del Centro de Mexico","","TME","TAXICENTRO","Mexico",false,,,,,
"Aerotropical","","TOC","TROPICMEX","Mexico",false,,,,,
"Air Tomisko","","TOH","TOMISKO CARGO","Serbia",false,,,,,
"Airlines PNG","CG","TOK","BALUS","Papua New Guinea",true,,,,,
"Aero Tanala","","TON","AEROTANALA","Mexico",false,,,,,
"Aero Tropical","","TPB","AERO TROPICAL","Angola",false,,,,,
"Air Cal","TY","TPC","AIRCAL","France",true,,,,,
"Air Horizon","","TPK","TCHAD-HORIZON","Chad",false,,,,,
"Aero Taxi del Potosi","","TPO","TAXI-POTOSI","Mexico",false,,,,,
"Aeroturquesa","","TQS","AEROTURQUESA","Mexico",false,,,,,
"Airmark Aviation","","TRH","TRANSTAR","United States",false,,,,,
"AirTran Airways","FL","TRS","CITRUS","United States",true,,,,,
"Air Transat","TS","TSC","TRANSAT","Canada",true,,,,,
"airtransse","","TSQ","AIRTRA","Japan",false,,,,,
"Aerolineas Turisticas del Caribe","","TTB","AERO TURISTICAS","Mexico",false,,,,,
"Avcenter","","TTE","TETON","United States",false,,,,,
"Air Tungaru","","TUN","TUNGARU","Kiribati",false,,,,,
"Avialeasing Aviation Company","EC","TWN","TWINARROW","Uzbekistan",true,,,,,
"Aerotaxis del Noroeste","","TXD","TAXI OESTE","Mexico",false,,,,,
"Aerotaxis Alfe","","TXF","ALFE","Mexico",false,,,,,
"Aereotaxis","","TXI","AEREOTAXIS","Mexico",false,,,,,
"Tyrolean Airways","VO","TYR","TYROLEAN","Austria",true,,,,,
"Aero Tomza","","TZA","AERO TOMZA","Mexico",false,,,,,
"Air Zambezi","","TZT","ZAMBEZI","Zimbabwe",false,,,,,
"Afra Airlines","","UAG","AFRALINE","Ghana",false,,,,,
"Aerostar Airlines","","UAR","AEROSTAR","Ukraine",false,,,,,
"Air Division of the Eastern Kazakhstan Region","","UCK","GALETA","Kazakhstan",false,,,,,
"Aero-Charter Ukraine","DW","UCR","CHARTER UKRAINE","Ukraine",false,,,,,
"Air LA","","UED","AIR L-A","United States",false,,,,,
"Air Ukraine","6U","UKR","AIR UKRAINE","Ukraine",true,,,,,
"Air Umbria","","UMB","AIR UMBRIA","Italy",false,,,,,
"Atuneros Unidos de California","","UND","ATUNEROS UNIDOS","Mexico",false,,,,,
"Aeroclub Flaps","","FLP","AEROCLUB FLAPS","Spain",false,,,,,
"Aerolineas Galapagos (Aerogal)","2K","GLG","AEROGAL","Ecuador",true,,,,,
"Air Castle Corporation / Global Airways","","GLB","GLO-AIR","United States",false,,,,,
"Alrosa Mirny Air Enterprise","6R","DRU","MIRNY","Russia",true,,,,,
"Bearing Supplies Limited","","PVO","PROVOST","United Kingdom",false,,,,,
"Balkan Agro Aviation","","BAA","BALKAN AGRO","Bulgaria",false,,,,,
"Bahrain Air BSC (Closed)","","BAB","AWAL","Bahrain",false,,,,,
"BAC Leasing Limited","","BAC"," ","United Kingdom",false,,,,,
"BAE Systems","","BAE","FELIX","United Kingdom",false,,,,,
"Belgian Air Force","","BAF","BELGIAN AIRFORCE","Belgium",false,,,,,
"Baker Aviation","8Q","BAJ","BAKER AVIATION","United States",true,,,,,
"Blackhawk Airways","","BAK","BLACKHAWK","United States",false,,,,,
"Britannia Airways","","BAL","BRITANNIA","United Kingdom",false,,,,,
"Business Air Services","","BAM","BUSINESS AIR","Canada",false,,,,,
"British Antarctic Survey","","BAN","PENGUIN","United Kingdom",false,,,,,
"Bradly Air (Charter) Services","","BAR","BRADLEY","Canada",false,,,,,
"Bissau Airlines","","BAU","AIR BISSAU","Guinea-Bissau",false,,,,,
"Bay Aviation Ltd","","BAV","BAY AIR","Bangladesh",false,,,,,
"British Airways","BA","BAW","SPEEDBIRD","United Kingdom",true,,,,,
"Best Aero Handling Ltd","","BAX","","Russia",false,,,,,
"Bayon Airlines","","BAY","BAYON","Cambodia",false,,,,,
"Bannert Air","","BBA","BANAIR","Austria",false,,,,,
"Biman Bangladesh Airlines","BG","BBC","BANGLADESH","Bangladesh",true,,,,,
"Beibars CJSC","","BBS","BEIBARS","Kazakhstan",false,,,,,
"Bravo Airlines","","BBV","BRAVO EUROPE","Spain",false,,,,,
"Blue Bird Aviation","","BBZ","COBRA","Kenya",false,,,,,
"BACH Flugbetriebsges","B4","BCF","BACH","Austria",true,,,,,
"Blue Islands","","BCI","BLUE ISLAND","United Kingdom",false,,,,,
"British Caribbean Airways","","BCL","","United Kingdom",false,,,,,
"British Charter","","BCR","BACKER","United Kingdom",false,,,,,
"BCT Aviation","","BCT","BOBCAT","United Kingdom",false,,,,,
"Business Aviation Center","","BCV","BUSINESS AVIATION","Ukraine",false,,,,,
"Blue Dart Aviation","BZ","BDA","BLUE DART","India",true,,,,,
"Bissau Discovery Flying Club","","BDF","BISSAU DISCOVERY","Guinea-Bissau",false,,,,,
"Belgian Army","","AYB","BELGIAN ARMY","Belgium",false,,,,,
"Badr Airlines","","BDR","BADR AIR","Sudan",false,,,,,
"Best Aviation Ltd","","BEA","BEST AIR","Bangladesh",false,,,,,
"Belgorod Aviation Enterprise","","BED","BELOGORYE","Russia",false,,,,,
"Bar Harbor Airlines","","AJC","BAR HARBOR","United States",false,,,,,
"Balear Express","","BEF","BALEAR EXPRESS","Spain",false,,,,,
"Bel Air Helicopters","","BEH","BLUECOPTER","Denmark",false,,,,,
"Berkut Air","","BEK","BERKUT","Kazakhstan",false,,,,,
"BETA - Brazilian Express Transportes Aereos","","BET","BETA CARGO","Brazil",false,,,,,
"Basler Flight Service","","BFC","BASLER","United States",false,,,,,
"Bear Flight","","BFG","BEARFLIGHT","Sweden",false,,,,,
"Buffalo Airways","J4","BFL","BUFFALO","Canada",true,,,,,
"Bombardier","","BFO","BOMBARDIER","Canada",false,,,,,
"Burkina Airlines","","BFR","BURKLINES","Burkina Faso",false,,,,,
"Business Flight Sweden","","BFS","BUSINESS FLIGHT","Sweden",false,,,,,
"Bahrain Defence Force","","BFW","SUMMAN","Bahrain",false,,,,,
"BH Air","","BGH","BALKAN HOLIDAYS","Bulgaria",false,,,,,
"British Gulf International","","BGI","BRITISH GULF","S",false,,,,,
"British Gulf International-Fez","","BGK","GULF INTER","Kyrgyzstan",false,,,,,
"Benin Golf Air","A8","BGL","BENIN GOLF","Benin",false,,,,,
"Bugulma Air Enterprise","","BGM","BUGAVIA","Russia",false,,,,,
"Budget Air Bangladesh","","BGR","BUDGET AIR","Bangladesh",false,,,,,
"Bergen Air Transport","","BGT","BERGEN AIR","Norway",false,,,,,
"Buddha Air","","BHA","BUDDHA AIR","Nepal",false,,,,,
"Balkh Airlines","","BHI","SHARIF","Afghanistan",false,,,,,
"Bristow Helicopters","","BHL","BRISTOW","United Kingdom",false,,,,,
"Bristow Helicopters Nigeria","","BHN","BRISTOW HELICOPTERS","Nigeria",false,,,,,
"Bhoja Airlines","","BHO","BHOJA","Pakistan",false,,,,,
"Belair Airlines","4T","BHP","BELAIR","Switzerland",true,,,,,
"Bighorn Airways","","BHR","BIGHORN AIR","United States",false,,,,,
"Bahamasair","UP","BHS","BAHAMAS","Bahamas",true,,,,,
"Bright Air","","BHT","BRIGHTAIR","Netherlands",false,,,,,
"Bringer Air Cargo Taxi Aereo","E6",,"","Brazil",false,,,,,
"Balkan Bulgarian Airlines","LZ","","","",true,,,,,
"BA Connect","TH","TSE","TRANSMILE","United Kingdom",true,,,,,
"Bosphorus European Airways","","BHY","BOSPHORUS","Turkey",false,,,,,
"Binair","","BID","BINAIR","Germany",false,,,,,
"Big Island Air","","BIG","BIG ISLE","United States",false,,,,,
"British International Helicopters","BS","BIH","BRINTEL","United Kingdom",true,,,,,
"Billund Air Center","","BIL","BILAIR","Denmark",false,,,,,
"Boise Interagency Fire Center","","BIN","BISON-AIR","United States",false,,,,,
"Bird Leasing","","BIR","BIRD AIR","United States",false,,,,,
"Bizjet Ltd","","BIZ","BIZZ","United Kingdom",false,,,,,
"Baja Air","","BJA","BAJA AIR","Mexico",false,,,,,
"Baltic Jet Aircompany","","BJC","BALTIC JET","Latvia",false,,,,,
"Business Jet Solutions","","BJS","SOLUTION","United States",false,,,,,
"BF-Lento OY","","BKF","BAKERFLIGHT","Finland",true,,,,,
"Barken International","","BKJ","BARKEN JET","United States",false,,,,,
"Bangkok Airways","PG","BKP","BANGKOK AIR","Thailand",true,,,,,
"Bukovyna","","BKV","BUKOVYNA","Ukraine",false,,,,,
"Blue Bird Aviation","","BLB","BLUEBIRD SUDAN","Sudan",false,,,,,
"Bellesavia","","BLC","BELLESAVIA","Belarus",false,,,,,
"Blue Line","","BLE","BLUE BERRY","France",false,,,,,
"Blue1","KF","BLF","BLUEFIN","Finland",true,,,,,
"Belgavia","","BLG","BELGAVIA","Belgium",false,,,,,
"Blue Horizon Travel Club","","BLH","BLUE HORIZON","United States",false,,,,,
"Blue Jet","","BLJ","BLUEWAY","Spain",false,,,,,
"Baltic Airlines","","BLL","BALTIC AIRLINES","Russia",true,,,,,
"Blue Airways","","BLM","BLUE ARMENIA","Armenia",false,,,,,
"Bali International Air Service","","BLN","BIAR","Indonesia",false,,,,,
"Bearskin Lake Air Service","JV","BLS","BEARSKIN","Canada",true,,,,,
"Baltic Aviation","","BLT","BALTAIR","United States",false,,,,,
"Bellview Airlines","B3","BLV","BELLVIEW AIRLINES","Nigeria",true,,,,,
"bmi","BD","BMA","MIDLAND","United Kingdom",true,,,,,
"British Medical Charter","","BMD","BRITISH MEDICAL","United Kingdom",false,,,,,
"Briggs Marine Environmental Services","","BME","BRIGGS","United Kingdom",false,,,,,
"Bristow Masayu Helicopters","","BMH","MASAYU","Indonesia",false,,,,,
"bmibaby","WW","BMI","BABY","United Kingdom",true,,,,,
"Bemidji Airlines","CH","BMJ","BEMIDJI","United States",true,,,,,
"Bismillah Airlines","5Z","BML","BISMILLAH","Bangladesh",true,,,,,
"Bowman Aviation","","BMN","BOWMAN","United States",false,,,,,
"British Midland Regional","","BMR","","United Kingdom",true,,,,,
"BMW","","BMW","BMW-FLIGHT","Germany",false,,,,,
"Banco de Mexico","","BMX","BANXICO","Mexico",false,,,,,
"Bond Offshore Helicopters","","BND","BOND","United Kingdom",false,,,,,
"Benina Air","","BNE","BENINA AIR","Libya",false,,,,,
"BN Group Limited","","BNG","VECTIS","United Kingdom",false,,,,,
"Blue Nile Ethiopia Trading","","BNL","NILE TRADING","Ethiopia",false,,,,,
"Bonair Aviation","","BNR","BONAIR","Canada",false,,,,,
"Bancstar - Valley National Corporation","","BNS","BANCSTAR","United States",false,,,,,
"Bentiu Air Transport","","BNT","BENTIU AIR","Sudan",false,,,,,
"Benane Aviation Corporation","","BNV","BENANE","Mauritania",false,,,,,
"British North West Airlines","","BNW","BRITISH NORTH","United Kingdom",false,,,,,
"Boniair","","BOA","KUMANOVO","Macedonia",false,,,,,
"Bond Air Services","","BOD","UGABOND","Uganda",false,,,,,
"Boeing","","BOE","BOEING","United States",false,,,,,
"Bordaire","","BOF","BORDAIR","Canada",false,,,,,
"Bookajet Limited","","BOO","BOOKAJET","United Kingdom",false,,,,,
"Bouraq Indonesia Airlines","BO","BOU","BOURAQ","Indonesia",false,,,,,
"Blue Panorama Airlines","BV","BPA","BLUE PANOROMA","Italy",true,,,,,
"Berkhut ZK","","BPK","VENERA","Kazakhstan",false,,,,,
"Bundepolizei-Fliegertruppe","","BPO","PIROL","Germany",false,,,,,
"Budapest Aircraft Services/Manx2","","BPS","BASE","Hungary",true,,,,,
"Bonus Aviation","","BPT","BONUS","United Kingdom",false,,,,,
"British Petroleum Exploration","","BPX","","Colombia",false,,,,,
"BRA-Transportes Aereos","7R","BRB","BRA-TRANSPAEREOS","Brazil",true,,,,,
"Brock Air Services","","BRD","BROCK AIR","Canada",false,,,,,
"Breeze Ltd","","BRE","AVIABREEZE","Ukraine",false,,,,,
"Bering Air","8E","BRG","BERING AIR","United States",true,,,,,
"Briansk State Air Enterprise","","BRK","BRIANSK-AVIA","Russia",false,,,,,
"Branson Airlines","","BRN","BRANSON","United States",false,,,,,
"BASE Regional Airlines","","BRO","COASTRIDER","Netherlands",false,,,,,
"Brazilian Air Force","","BRS","BRAZILIAN AIR FORCE","Brazil",true,,,,,
"British Regional Airlines","","BRT","BRITISH","United Kingdom",false,,,,,
"Belavia Belarusian Airlines","B2","BRU","BELARUS AVIA","Belarus",true,,,,,
"Bravo Air Congo","K6","BRV","BRAVO","Democratic Republic of the Congo",true,,,,,
"Bright Aviation Services","","BRW","BRIGHT SERVICES","Bulgaria",false,,,,,
"Braniff International Airways","BN","BNF","Braniff","United States",true,,,,,
"Buffalo Express Airlines","","BRX","BUFF EXPRESS","United States",false,,,,,
"Burundayavia","","BRY","BURAIR","Kazakhstan",false,,,,,
"Bistair - Fez","","BSC","BIG SHOT","Kyrgyzstan",false,,,,,
"Blue Star Airlines","","BSD","AIRLINES STAR","Mexico",false,,,,,
"Brasair Transportes Aereos","","BSI","BRASAIR","Brazil",false,,,,,
"Blue Swann Aviation","","BSJ","BLUE SWANN","United Kingdom",false,,,,,
"Blue Sky Aviation","","BSM","","Lebanon",false,,,,,
"Bissau Aero Transporte","","BSS","BISSAU AIRSYSTEM","Guinea-Bissau",false,,,,,
"Best Air","","BST","TUNCA","Turkey",false,,,,,
"Blue Sky Airways","","BSW","SKY BLUE","Czech Republic",false,,,,,
"Big Sky Airlines","GQ","BSY","BIG SKY","United States",false,,,,,
"BAL Bashkirian Airlines","V9","BTC","BASHKIRIAN","Russia",true,,,,,
"Baltijas Helicopters","","BTH","BALTIJAS HELICOPTERS","Latvia",false,,,,,
"Baltyka","","BTK","BALTYKA","Ukraine",false,,,,,
"Baltia Air Lines","","BTL","BALTIA FLIGHT","United States",false,,,,,
"Botir-Avia","","BTR","BOTIR-AVIA","Kyrgyzstan",false,,,,,
"Business Express","","GAA","BIZEX","United States",false,,,,,
"BT-Slavuta","","BTT","BEETEE-SLAVUTA","Ukraine",false,,,,,
"Metro Batavia","7P","BTV","BATAVIA","Indonesia",true,,,,,
"Bulgarian Air Charter","","BUC","BULGARIAN CHARTER","Bulgaria",false,,,,,
"Blue Airlines","","BUL","BLUE AIRLINES","Democratic Republic of the Congo",false,,,,,
"Buryat Airlines Aircompany","","BUN","BURAL","Russia",false,,,,,
"Buzz Stansted","","BUZ","BUZZ","United Kingdom",false,,,,,
"Buffalo Airways","","BVA","BUFFALO AIR","United States",false,,,,,
"Bulgarian Aeronautical Centre","","BVC","BULGARIAN WINGS","Bulgaria",false,,,,,
"Baron Aviation Services","","BVN","SHOW-ME","United States",false,,,,,
"Berjaya Air","J8","BVT","BERJAYA","Malaysia",true,,,,,
"Bellview Airlines","","BVU"," Sierra Leone","",false,,,,,
"Blue Wings","QW","BWG","BLUE WINGS","Germany",true,,,,,
"Blue Wing Airlines","","BWI","BLUE TAIL","Suriname",false,,,,,
"BWA (2002) Ltd","","BWL","BRITWORLD","United Kingdom",false,,,,,
"Bahrain Executive Air Services","","BXA","BEXAIR","Bahrain",false,,,,,
"Bar XH Air","","BXH","PALLISER","Canada",false,,,,,
"Brussels International Airlines","","BXI","XENIA","Belgium",false,,,,,
"BAX Global","8W","PWF","PRIVATE WINGS","Germany",false,,,,,
"Redding Aero Enterprises","","BXR","BOXER","United States",false,,,,,
"Berry Aviation","","BYA","BERRY","United States",false,,,,,
"Bylina Joint-Stock Company","","BYL","BYLINA","Russia",false,,,,,
"Berytos Airlines","","BYR","","Lebanon",false,,,,,
"Bizair Fluggesellschaft","","BZA","BERLIN BEAR","Germany",false,,,,,
"Brit Air","DB","BZH","BRITAIR","France",true,,,,,
"Butane Buzzard Aviation Corporation","","BZZ","BUZZARD","United Kingdom",false,,,,,
"Business Flight Salzburg","","AUJ","AUSTROJET","Austria",false,,,,,
"BKS Air (Rivaflecha)","","CKM","COSMOS","Spain",false,,,,,
"Bristol Flying Centre","","CLF","CLIFTON","United Kingdom",false,,,,,
"Barnes Olsen Aeroleasing","","CLN","SEELINE","United Kingdom",false,,,,,
"Baltimore Air Transport","","CPJ","CORPJET","United States",false,,,,,
"Boston-Maine Airways","E9","CXS","CLIPPER CONNECTION","United States",true,,,,,
"Brussels Airlines","SN","DAT","BEE-LINE","Belgium",true,,,,,
"Baltimore Airways","","EAH","EASTERN","United States",false,,,,,
"Bond Aviation","","EBA","BOND AVIATION","Italy",false,,,,,
"Brazilian Army Aviation","","EXB","BRAZILIAN ARMY","Brazil",false,,,,,
"Business Express Delivery","","EXP","EXPRESS AIR","Canada",false,,,,,
"Bel Limited","","FOS","","Russia",false,,,,,
"Bangkok Aviation Center","","HAW","THAI HAWK","Thailand",false,,,,,
"Benair","","HAX","SCOOP","Norway",false,,,,,
"Binter Canarias","NT","IBB","","Spain",true,,,,,
"Bonyad Airlines","","IRJ","BONYAD AIR","Iran",false,,,,,
"Burundaiavia","","IVR","RERUN","Kazakhstan",false,,,,,
"Blue Air","0B","JOR","BLUE TRANSPORT","Romania",true,,,,,
"British Mediterranean Airways","KJ","LAJ","BEE MED","United Kingdom",true,,,,,
"Belle Air","","LBY","ALBAN-BELLE","Albania",false,,,,,
"Blom Geomatics","","LED","SWEEPER","Norway",false,,,,,
"Benin Littoral Airways","","LTL","LITTORAL","Benin",false,,,,,
"Bombardier Business Jet Solutions","","LXJ","FLEXJET","United States",false,,,,,
"Bulgaria Air","FB","LZB","FLYING BULGARIA","Bulgaria",true,,,,,
"Brazilian Navy Aviation","","MBR","BRAZILIAN NAVY","Brazil",false,,,,,
"Barents AirLink","8N","NKF","NORDFLIGHT","Sweden",true,,,,,
"Belgian Navy","","NYB","BELGIAN NAVY","Belgium",false,,,,,
"Bakoji Airlines Services","","OGJ","BAKO AIR","Nigeria",false,,,,,
"Benders Air","","PEB","PALEMA","Sweden",false,,,,,
"Balmoral Central Contracts","","PNT","PORTNET","South Africa",false,,,,,
"BGB Air","","POI","BOJBAN","Kazakhstan",false,,,,,
"Butte Aviation","","PPS","PIPESTONE","United States",false,,,,,
"Bond Air Services","","RHD","RED HEAD","United Kingdom",false,,,,,
"Business Airfreight","","RLR","RATTLER","United States",false,,,,,
"BAC Express Airlines","","RPX","RAPEX","United Kingdom",false,,,,,
"Boscombe Down DERA (Formation)","","RRS","BLACKBOX","United Kingdom",false,,,,,
"Business Jet Sweden","","SCJ","SCANJET","Sweden",false,,,,,
"British Airways Shuttle","","SHT","SHUTTLE","United Kingdom",false,,,,,
"British Sky Broadcasting","","SKH","SKYNEWS","United Kingdom",false,,,,,
"Bell Helicopter Textron","","TXB","TEXTRON","Canada",false,,,,,
"Buzzaway Limited","","UKA","UKAY","United Kingdom",false,,,,,
"Biz Jet Charter","","VLX","AVOLAR","United States",false,,,,,
"Blue Chip Jet","","VOL","BLUE SPEED","Sweden",false,,,,,
"BAE Systems","","WFD","AVRO","United Kingdom",false,,,,,
"BAE Systems","","WTN","TARNISH","United Kingdom",false,,,,,
"Baseops International","","XBO","","United States",false,,,,,
"Bureau Veritas","","XDA","","France",false,,,,,
"British Airways","","XMS","SANTA","United Kingdom",false,,,,,
"Boskovic Air Charters Limited","","ZBA","BOSKY","Kenya",false,,,,,
"C Air Jet Airlines","","SRJ","SYRJET","Syrian Arab Republic",false,,,,,
"C N Air","","ORO","CAPRI","Spain",false,,,,,
"C and M Aviation","","TIP","TRANSPAC","United States",false,,,,,
"C&M Airways","","RWG","RED WING","United States",false,,,,,
"C.S.P.","","RMU"," Societe","AIR-MAUR",false,,,,,
"CABI","","CBI","CABI","Ukraine",false,,,,,
"CAI","","CPI","AIRCAI","Italy",false,,,,,
"CAL Cargo Air Lines","5C","ICL","CAL","Israel",true,,,,,
"CAM Air Management","","CMR","CAMEO","United Kingdom",false,,,,,
"CATA L","","CTZ","CATA","Argentina",false,,,,,
"CCF Manager Airline","","CCF","TOMCAT","Germany",false,,,,,
"CEDTA (Compania Ecuatoriana De Transportes Aereos)","","CED","CEDTA","Ecuador",false,,,,,
"CHC Denmark","","HBI","HELIBIRD","Denmark",false,,,,,
"CHC Helicopters","","HEM","HEMS","Australia",false,,,,,
"CHC Airways","AW","SCH","DIRGANTARA","Netherlands",true,,,,,
"CHC Helikopter Service","","HKS","HELIBUS","Norway",false,,,,,
"CI-Tours","","VCI","CI-TOURS","Ivory Coast",false,,,,,
"CKC Services","","CKC","","United States",false,,,,,
"CM Stair","","CMZ","CEE-EM STAIRS","Mauritania",false,,,,,
"CNET","","CNT","KNET","France",false,,,,,
"COAPA AIR","","OAP","COAPA","Mexico",false,,,,,
"COMAV","","PDR","SPEEDSTER","Namibia",false,,,,,
"CRI Helicopters Mexico","","CRH","HELI-MEX","Mexico",false,,,,,
"CSA Air","","IRO","IRON AIR","United States",false,,,,,
"CSE Aviation","","CSE","OXFORD","United Kingdom",false,,,,,
"CTK Network Aviation","","CTQ","CITYLINK","Ghana",false,,,,,
"Cabair College of Air Training","","CBR","CABAIR","United Kingdom",false,,,,,
"Cabo Verde Express","","CVE","KABEX","Cape Verde",false,,,,,
"Caernarfon Airworld","","CWD","AMBASSADOR","United Kingdom",false,,,,,
"Cairo Air Transport Company","","CCE","","Egypt",false,,,,,
"Cal Gulf Aviation","","CGC","CAL-GULF","Sao Tome and Principe",false,,,,,
"Cal-West Aviation","","REZ","CAL AIR","United States",false,,,,,
"California Air Shuttle","","CSL","CALIFORNIA SHUTTLE","United States",false,,,,,
"Calima Aviacion","XG","CLI","CALIMA","Spain",true,,,,,
"Camai Air","R9","CAM","AIR CAMAI","United States",false,,,,,
"Cambodia Airlines","","KHM","CAMBODIA AIRLINES","Cambodia",false,,,,,
"Cameroon Airlines","UY","UYC","CAM-AIR","Cameroon",false,,,,,
"Campania Helicopteros De Transporte","","HSO","HELIASTURIAS","Spain",false,,,,,
"CanJet","C6","CJA","CANJET","Canada",false,,,,,
"Canada Jet Charters","","PIL","PINNACLE","Canada",false,,,,,
"Canadian Airlines","CP","CDN","CANADIAN","Canada",true,,,,,
"Canadian Coast Guard","","CTG","CANADIAN COAST GUARD","Canada",false,,,,,
"Canadian Eagle Aviation","","HIA","HAIDA","Canada",false,,,,,
"Canadian Forces","","CFC","CANFORCE","Canada",false,,,,,
"Canadian Global Air Ambulance","","BZD","BLIZZARD","Canada",false,,,,,
"Canadian Helicopters","","CDN","CANADIAN","Canada",false,,,,,
"Canadian Interagency Forest Fire Centre","","TKR","TANKER","Canada",false,,,,,
"Canadian National Telecommunications","","XNC","","Canada",false,,,,,
"Canadian North","5T","MPE","EMPRESS","Canada",true,,,,,
"Canadian Regional Airlines","","CDR","CANADIAN REGIONAL","Canada",false,,,,,
"Canadian Warplane Heritage Museum","","CWH","WARPLANE HERITAGE","Canada",false,,,,,
"Canadian Western Airlines","W2","CWA","CANADIAN WESTERN","Canada",true,,,,,
"Canair","","CWW","CANAIR","China",false,,,,,
"Cancun Air","","CUI","CAN-AIR","Mexico",false,,,,,
"Cape Air","9K","KAP","CAIR","United States",true,,,,,
"Cape Air Transport","","CTO","","Australia",false,,,,,
"Cape Central Airways","","SEM","SEMO","United States",false,,,,,
